clinic_id,clinic_name,location_address,phone,website
678_2,Sleep Care at Clinton Memorial Hospital,"610 W. Main Street, Wilmington, OH 45177",N/A,https://www.cmhregional.com/
681_1,Duke Pediatric Sleep Disorders Center,"40 Duke Medicine Circle, Clinic 3K, Durham, NC 27710-4000",919-684-2057,https://www.dukehealth.org/locations/duke-sleep-disorders-center?utm_source=google&utm_medium=local&utm_campaign=evergreen
681_2,Duke Pediatric Sleep Disorders Center,"234 Crooked Creek Parkway, Suite 300, Durham, NC 27713-8507",N/A,N/A
688_1,Houston Neurological Institute and Sleep Disorder Center,"4141 Vista Road, Pasadena, TX 77504",713-947-3100,https://memorialhermann.org/locations/houston-neurological-institute-pasadena?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
689_3,CAMC Greenbrier Valley Medical Center Sleep Medicine,"1320 Maplewood Avenue, Ronceverte, WV 24970",304-647-6559,http://camc.org/
691_1,Clear Lake Sleep Center,"501 Orchard, Suite 100, Webster, TX 77598",281-557-3557,http://clearlakesleep.com/
693_1,"Dayton Children's Sleep Center, South Campus","3333 West Tech Road, Miamisburg, OH 45342",N/A,https://www.childrensdayton.org/locations/emergency-department-south-campus?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=location
694_1,Clear Lake Specialties Sleep Center,"500 Medical Center Boulevard, Webster, TX 77598",N/A,http://clearlakesleep.com/
702_2,Children's Sleep Center,"17600 I-45 South 240, The Woodlands, TX 77384",N/A,https://www.texaschildrens.org/locations/texas-childrens-hospital/the-woodlands
703_1,Texas Institute of Chest & Sleep Disorders,"14262 Gulf Freeway, Houston, TX 77034",281-481-0091,https://www.lungmedicine.com/
704_1,St. Vincent Sleep Disorders Center,"2001W. 86th Street, Indianapolis, IN 46260",N/A,https://healthcare.ascension.org/locations/indiana/inasc/indianapolis-ascension-st-vincent-hospital/departments/sleep-center?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local
707_1,Memorial Hermann The Woodlands Sleep Center,"9305 Pinecroft 105, The Woodlands, TX 77380",713-897-2608,https://memorialhermann.org/locations/sleep-disorders-center-the-woodlands?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
711_1,Houston Pulmonary Medicine,"Medical Plaza 2, 11920 Astoria Boulevard, Suite 320, Houston, Texas 77089",281-484-9369,http://houstonpulmonary.com/
711_2,Houston Pulmonary Medicine,"5 Professional Park Drive, Webster, TX 77598",N/A,http://houstonpulmonary.com/
711_3,Houston Pulmonary Medicine,"10907 Memorial Hermann Drive, Suite 320, Pearland, Texas 77584",N/A,http://houstonpulmonary.com/
713_1,Memorial Hermann Southeast Sleep Disorders Center,"11800 Astoria Boulevard 2nd Floor, Houston, TX 77089",281-929-4780,https://memorialhermann.org/locations/sleep-disorders-center-southeast?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
715_1,Comprehensive Sleep Medicine Associates - The Woodlands,"3200 Research Forest Drive Suite A-4, The Woodlands, TX 77381",281-297-6305,https://csma.clinic/
722_2,Treasure Coast Sleep Disorders,"1380 NW FEDERAL Highway Treasure Coast Sleep Disorders, Stuart, FL 34994",772-232-9990,http://treasurecoastsleep.com/
725_1,St. Vincent Fishers Hospital,"13914 Olio Road 300, Fishers, IN 46037",317-415-9000,https://healthcare.ascension.org/locations/indiana/inasc/fishers-ascension-st-vincent-fishers?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local
729_1,Henry Community Health Sleep Center,"1000 North 16th Street, New Castle, IN 47362",765-599-3199,https://www.hchcares.org/services/sleep-care/?utm_source=google-my-business&utm_medium=organic
730_1,Memorial Hermann Hospital Sleep Disorders Center-Texas Medical Center,"6411 Fannin St. - Robertson Pavillion 571, Houston, TX 77030",713-704-2337,https://memorialhermann.org/locations/sleep-disorders-center-texas-medical-center?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
731_1,Memorial Hermann TIRR Sleep Disorder Center,"1333 Moursund, Houston, TX 77030",N/A,https://memorialhermann.org/locations/tirr-neurological-sleep-medicine-center?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
736_1,MD Anderson Sleep Center,"1515 Holcombe Boulevard R6.2192, Houston, TX 77030",N/A,https://www.mdanderson.org/patients-family/becoming-our-patient/getting-to-md-anderson.html
737_1,Houston Methodist Hospital Sleep Disorders Center,"6565 Fannin Street, Suite MS-961, Houston, TX 77030",N/A,https://www.houstonmethodist.org/spg/pulmonology/texas-medical-center/?utm_source=gmb&utm_medium=organic&utm_campaign=all_location_gmb&utm_content=website-click
738_1,Children's Sleep Center,"6621 Fannin Street, Suite B21-284, Houston, TX 77030",N/A,https://memorialhermann.org/locations/sleep-disorders-center-texas-medical-center?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
740_1,Academy Diagnostics Sleep Center Houston,"7505 Fannin Street, 425, Houston, TX 77054",713-464-4107,https://www.houstonspecialtyclinic.com/
743_1,Advanced Sleep Centers - Houston,"13455 Cutten Road, 2k, Houston, TX 77069",N/A,https://www.myadvancedsleepcenter.com/our-center
743_2,Advanced Sleep Centers - Houston,"5920 William Cannon Drive, Building 6, Suite 110, Austin TX 78749",512-238-7777,http://www.myadvancedsleepcenter.com/
744_1,Kelsey-Seybold Clinic Sleep Center,"3900 Essex Lane 500, Houston, TX 77027",713-442-8700,https://www.kelsey-seybold.com/find-a-location/sleep-center
745_1,Sleep Care at Adena Fayette County Memorial Hospital,"272 Hospital Road, Chillicothe, OH 45601",N/A,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2RlcGFydG1lbnQuZFQvcHVsbW9ub2xvZ3ktc2xlZXAiLCJwdWJsaXNoZXIiOiJHb29nbGUgQnVzaW5lc3MgUHJvZmlsZSIsInV0bVNvdXJjZSI6Imdvb2dsZV9idXNpbmVzc19wcm9maWxlIiwiY3RhVHlwZSI6IndlYnNpdGUiLCJjdXN0b21lckNvZGUiOiIyMjAxaWRxYiIsIm1hcmtldGFibGVMb2NhdGlvbklkIjoiTE9DMDAwMDIxNjI3NCJ9
745_2,Sleep Care at Adena Fayette County Memorial Hospital,"1450 Columbus Avenue, Washington Court House, OH 43160",N/A,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2RldGFpbC5kVC9hZGVuYS1mYXlldHRlLW1lZGljYWwtY2VudGVyIiwicHVibGlzaGVyIjoiR29vZ2xlIEJ1c2luZXNzIFByb2ZpbGUiLCJ1dG1Tb3VyY2UiOiJnb29nbGVfYnVzaW5lc3NfcHJvZmlsZSIsImN0YVR5cGUiOiJ3ZWJzaXRlIiwiY3VzdG9tZXJDb2RlIjoiMjIwMWlkcWIiLCJtYXJrZXRhYmxlTG9jYXRpb25JZCI6IkxPQzAwMDAyMTUzMzIifQ==
745_3,Sleep Care at Adena Fayette County Memorial Hospital,"160 Summit Avenue, Circleville, OH 43113",N/A,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2RldGFpbC5kVC9hZGVuYS1mYXlldHRlLW1lZGljYWwtY2VudGVyIiwicHVibGlzaGVyIjoiR29vZ2xlIEJ1c2luZXNzIFByb2ZpbGUiLCJ1dG1Tb3VyY2UiOiJnb29nbGVfYnVzaW5lc3NfcHJvZmlsZSIsImN0YVR5cGUiOiJ3ZWJzaXRlIiwiY3VzdG9tZXJDb2RlIjoiMjIwMWlkcWIiLCJtYXJrZXRhYmxlTG9jYXRpb25JZCI6IkxPQzAwMDAyMTUzMzIifQ==
745_4,Sleep Care at Adena Fayette County Memorial Hospital,"1510 Columbus Avenue, Suite 310, Suite 320, Suite 340, Washington Court House, OH 43160",N/A,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2ZheWV0dGUtY291bnR5IiwicHVibGlzaGVyIjoiR29vZ2xlIEJ1c2luZXNzIFByb2ZpbGUiLCJ1dG1Tb3VyY2UiOiJnb29nbGVfYnVzaW5lc3NfcHJvZmlsZSIsImN0YVR5cGUiOiJ3ZWJzaXRlIiwiY3VzdG9tZXJDb2RlIjoiMjIwMWlkcWIiLCJtYXJrZXRhYmxlTG9jYXRpb25JZCI6IkxPQzAwMDAyMTUzNDIifQ==
745_5,Sleep Care at Adena Fayette County Memorial Hospital,"1430 Columbus Avenue, Washington Court House, OH 43160",N/A,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2RldGFpbC5kVC9hZGVuYS1mYXlldHRlLW1lZGljYWwtY2VudGVyIiwicHVibGlzaGVyIjoiR29vZ2xlIEJ1c2luZXNzIFByb2ZpbGUiLCJ1dG1Tb3VyY2UiOiJnb29nbGVfYnVzaW5lc3NfcHJvZmlsZSIsImN0YVR5cGUiOiJ3ZWJzaXRlIiwiY3VzdG9tZXJDb2RlIjoiMjIwMWlkcWIiLCJtYXJrZXRhYmxlTG9jYXRpb25JZCI6IkxPQzAwMDAyMTUzMzIifQ==
745_6,Sleep Care at Adena Fayette County Memorial Hospital,"100 Dawn Lane, Waverly, OH 45690",N/A,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2RldGFpbC5kVC9BZGVuYS1QaWtlLU1lZGljYWwtQ2VudGVyIiwicHVibGlzaGVyIjoiR29vZ2xlIEJ1c2luZXNzIFByb2ZpbGUiLCJ1dG1Tb3VyY2UiOiJnb29nbGVfYnVzaW5lc3NfcHJvZmlsZSIsImN0YVR5cGUiOiJ3ZWJzaXRlIiwiY3VzdG9tZXJDb2RlIjoiMjIwMWlkcWIiLCJtYXJrZXRhYmxlTG9jYXRpb25JZCI6IkxPQzAwMDAyMTUzODQifQ==
745_7,Sleep Care at Adena Fayette County Memorial Hospital,"550 Mirabeau Street, Greenfield, OH 45123",N/A,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2RldGFpbC5kVC9hZGVuYS1ncmVlbmZpZWxkLW1lZGljYWwtY2VudGVyP3V0bV9zb3VyY2U9TG9jYWwmdXRtX21lZGl1bT1vcmdhbmljJnV0bV9jYW1wYWlnbj1Mb2NhbC1MaXN0aW5ncyZ1dG1fY29udGVudD1ncmVlbmZpZWxkLW1lZGljYWwtY2VudGVyIiwicHVibGlzaGVyIjoiR29vZ2xlIEJ1c2luZXNzIFByb2ZpbGUiLCJ1dG1Tb3VyY2UiOiJnb29nbGVfYnVzaW5lc3NfcHJvZmlsZSIsImN0YVR5cGUiOiJ3ZWJzaXRlIiwiY3VzdG9tZXJDb2RlIjoiMjIwMWlkcWIiLCJtYXJrZXRhYmxlTG9jYXRpb25JZCI6IkxPQzAwMDAyMTUzMzcifQ==
748_1,Adena Sleep Center,"4437 State Route 159, Chillicothe, OH 45601",740-779-8700,https://reach-redirect.kyruus.com/v2?data=eyJ1cmwiOiJodHRwczovL3d3dy5hZGVuYS5vcmcvbG9jYXRpb25zL2RlcGFydG1lbnQuZFQvcHVsbW9ub2xvZ3ktc2xlZXAiLCJwdWJsaXNoZXIiOiJHb29nbGUgQnVzaW5lc3MgUHJvZmlsZSIsInV0bVNvdXJjZSI6Imdvb2dsZV9idXNpbmVzc19wcm9maWxlIiwiY3RhVHlwZSI6IndlYnNpdGUiLCJjdXN0b21lckNvZGUiOiIyMjAxaWRxYiIsIm1hcmtldGFibGVMb2NhdGlvbklkIjoiTE9DMDAwMDIxNjI3NCJ9
751_1,Apnix Sleep Diagnostics,"4003 Bellaire Boulevard B, Houston, TX 77025",713-349-9767,http://www.apnix.com/
753_1,Houston Neurological Institute and Sleep Disorders Center,"10905 Memorial Hermann Drive Suite 115, Pearland, TX 77584",281-922-7222,https://memorialhermann.org/locations/houston-neurological-institute-pearland?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
756_1,New Hanover Regional Medical Center Sleep Lab,"5301 Wrightsville Avenue, Wilmington, NC 28403",N/A,https://www.novanthealth.org/locations/medical-centers/new-hanover-orthopedic-hospital/
758_1,The Pediatric Sleep Disorders Center,"One Childrens Plaza, Dayton, Ohio 45404-1815",937-641-3000,http://www.childrensdayton.org/cms/dayton-childrens-services/pediatric-neurology/index.html
761_1,Memorial Hermann Memorial City Sleep Disorders Center,"921 Gessner Road East Tower 6th Floor, Houston, TX 77024",N/A,https://memorialhermann.org/locations/adult-pediatric-sleep-center-westside?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
763_1,OSF Sacred Heart Medical Center Sleep Center,"551 N. Logan, Danville, IL 61832",N/A,N/A
767_1,HCA Houston Healthcare North Cypress Sleep Center,"21214 Northwest Fwy, Cypress, TX 77429",832-912-3500,https://www.hcahoustonhealthcare.com/locations/north-cypress?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
767_2,HCA Houston Healthcare North Cypress Sleep Center,"710 Cypress Creek Parkway, Houston, TX 77090",N/A,N/A
767_3,HCA Houston Healthcare North Cypress Sleep Center,"605 Holderrieth Boulevard, Tomball, TX 77375",281-401-7500,https://www.hcahoustonhealthcare.com/locations/tomball?utm__campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
768_1,CENTER FOR SLEEP DISORDERS,"7371 Brandt Pike A, Huber Heights, OH 45424",937-438-8130,https://www.premierhealth.com/services/sleep-disorders?utm_source=gmb&utm_medium=website&utm_campaign=kyruussoci
770_1,Christie Clinic Sleep Center,"101 W. University Avenue, Champaign, IL 61820",217-366-2222,http://www.christieclinic.com/
779_1,Comprehensive Sleep Medicine Associates - Sugar Land,"15423 Creek Bend DR, Sugar Land, TX 77478",281-240-3773,https://csma.clinic/
783_1,OhioHeatlh Berger Hospital Sleep Center,"335 Glessner Avenue, Mansfield, OH 44903",419-526-8458,https://www.ohiohealth.com/locations/sleep/ohiohealth-sleep-services-mansfield
783_2,OhioHeatlh Berger Hospital Sleep Center,"600 N Pickaway Street, Circleville, OH 43113",740-420-8520,https://www.ohiohealth.com/locations/sleep/ohiohealth-sleep-services-circleville/?utm_source=yext&utm_medium=listings&utm_campaign=websiteclicksfacility
784_1,Methodist Pulmonary and Sleep Medicine Specialist,"4780 Sweetwater Boulevard 150, Sugar Land, TX 77479",N/A,https://www.houstonmethodist.org/spg/pulmonology/sugar-land/?utm_source=gmb&utm_medium=organic&utm_campaign=all_location_gmb&utm_content=website-click
786_1,"Memorial Hermann Rehabilitation Hospital-Katy, Sleep Medicine Center","21720 Kingsland Boulevard Suite 302, Katy, TX 77450",281-579-5680,https://memorialhermann.org/locations/sleep-disorders-center-katy-rehab
789_1,Critical Care Medicine,"16655 Southwest Freeway, Sugar Land, TX 77479",281-274-8050,https://www.houstonmethodist.org/spg/critical-care/
790_1,Memorial Hermann Sugarland Sleep Lab,"17510 W. Grand Parkway South Suite 370, Sugarland, TX 77479",281-725-5930,https://memorialhermann.org/locations/sleep-disorders-center-sugar-land?utm_campaign=reputation-management&utm_segment=gmb_location-listing&utm_source=yext&utm_medium=organic-search
793_1,UVMC Sleep Disorders Center,"3130 N County Road 25A, Troy, Ohio, 45373 USA",937-440-7168,https://www.premierhealth.com/services/sleep-disorders?utm_source=gmb&utm_medium=website&utm_campaign=kyruussoci
796_1,Sleep Disorder Center at Lincoln Memorial Hospital,"200 Stahlhut Drive, Lincoln, IL 62656",N/A,https://memorial.health/lincoln-memorial-hospital/overview/?y_source=1_MTU0MzQ4NjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
797_1,SC Lincoln,"4505 N Lincoln Avenue, Storefront, Chicago, IL 60625",N/A,http://www.lincolnsquare.org/
800_1,Baylor Scott & White Sleep Center - Rowlett,"7501 Lakeview Parkway 140, Rowlett, TX 75088",972-520-9850,https://www.bswhealth.com/locations/hospital/lake-pointe/sleep-disorders?utm_source=pg-google&utm_medium=organic&utm_campaign=29985-9717546
803_1,Mercy Sleep Center - Pittsburg,"1 Mt Carmel Way, Pittsburg, KS 66762",620-232-0490,https://www.mercy.net/practice/mercy-sleep-center-pittsburg?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=&utm_content=website&y_source=1_MTA3NzE2NzEyOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
804_1,Capitol Sleep Medicine at Grove City Sleep Diagnostic Center,"5969 East Broad Street, Suite 202, Columbus, OH 43213",N/A,https://www.mountcarmelhealth.com/location/mount-carmel-sleep-medicine-center-east
805_1,Ohio Sleep Solutions - Grove City,"1325 Stringtown Road, Suite 230, Grove City, OH 43123",614-259-6770,https://www.ohiohealth.com/locations/sleep/ohiohealth-sleep-services-grove-city-stringtown-road?utm_source=yext&utm_medium=listings&utm_campaign=websiteclicksfacility
806_1,Fairfield Medical Sleep Center,"135 N. Ewing Street, Suite 303, Lancaster, OH 43130",N/A,http://www.fmchealth.org/
807_1,Hillcrest Hospital Henryetta-Sleep Lab,"2405 West Main, Henryetta, OK 74437",918-650-1309,https://hillcrest.com/find-a-provider/location/hillcresthenryettasleeplab2405wmainst/
808_1,Baylor Scott & White Health,"800 Scott & White Drive, College Station, TX 77845",N/A,N/A
809_1,Carilion Rockbridge Community Hospital,"1 Health Circle, Lexington, VA 24450",540-458-3300,https://www.carilionclinic.org/locations/carilion-rockbridge-community-hospital?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
813_1,Sleep Disorders Center,"20900 Biscayne Boulevard, Aventura, FL 33180",N/A,http://www.prosomniasleep.com/
813_2,Sleep Disorders Center,"2801 N State Road 7, Margate, FL 33063",N/A,N/A
813_4,Sleep Disorders Center,"5503 S. Congress Avenue 102, Atlantis, FL 33462",N/A,https://pcsifl.com/
815_1,Blessing Health Hannibal Sleep Disorders Center,"100 Medical Drive, Hannibal, MO 63401",N/A,https://www.hannibalclinic.com/?utm_source=extnet&utm_medium=yext
816_1,Golden Valley Memorial Healthcare Sleep Lab,"1602 N. Second Street, Clinton, MO 64735",N/A,http://www.gvmh.org/
816_3,Golden Valley Memorial Healthcare Sleep Lab,"1625 N. Second Street, Clinton, MO 64735",N/A,http://www.gvmh.org/
816_5,Golden Valley Memorial Healthcare Sleep Lab,"103 Cottonwood Lane, Warsaw, MO 65355",N/A,https://www.gvmh.org/
816_6,Golden Valley Memorial Healthcare Sleep Lab,"501 E. Oakstar Drive, Clinton, MO 64735",N/A,https://www.gvmh.org/
816_7,Golden Valley Memorial Healthcare Sleep Lab,"675 3rd Street, Osceola, MO 64776",417-646-2231,https://www.gvmh.org/location/osceola-clinic/
816_8,Golden Valley Memorial Healthcare Sleep Lab,"1771 Commercial Street, Warsaw, MO 65355",660-438-5193,https://www.gvmh.org/location/warsaw-clinic/
816_9,Golden Valley Memorial Healthcare Sleep Lab,"100 S. Tebo Street, Windsor, MO 65360",660-647-2147,https://www.gvmh.org/location/windsor-clinic/
817_1,The Sleep and Breathing Research Institute Central,"1251 Dublin Road, Columbus, OH 43215",866-297-7704,N/A
818_1,The Sleep Disorders Center at Nationwide Children's Hospital,"630 Children's Drive, Columbus, OH 43205",N/A,https://www.nationwidechildrens.org/
822_3,Oklahoma Heart Sleep Care of Hillcrest South,"8801 S. 101st East Avenue, Tulsa, OK 74133",N/A,https://oklahomaheart.com/find-a-provider/location/oklahomaheartinstitutesleepmedicine/
828_1,Dallas Sleep,"7300 Eldorado Parkway Suite 260, McKinney, TX 75070",972-473-7300,https://www.dallas-sleep.com/
829_1,Methodist Richardson Medical Center Sleep Disorders Center,"401 West Campbell Check-in Room 210, Richardson, TX 75080",469-204-0271,N/A
831_1,OSF Sleep - Bloomington,"2411 E. Washington Street, Bloomington, IL 61704",309-663-9999,https://www.osfhealthcare.org/sleep/?utm_campaign=gobu&utm_source=google&utm_medium=referral&utm_content=loc&linksource=gbl
832_1,Star Sleep & Wellness,"1833 Cannon Drive, Mansfield, TX 76063",817-674-2654,https://www.starsleepwellness.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp
832_4,Star Sleep & Wellness Irving,"6031 Connection Dr.Suite 100, Irving, TX 75039",972-526-5994,https://www.starsleepwellness.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp
833_1,Carle BroMenn Medical Center Sleep Center,"2204 Eastland Drive Suite 100, Bloomington, IL 61704",309-661-6997,https://carle.org/Services/Sleep-Medicine
837_1,Mount Carmel Sleep Medicine,"150 Taylor Station Road Suite 200, Columbus, OH 43213-4470",N/A,https://www.mountcarmelhealth.com/location/mount-carmel-sleep-medicine-center-east
839_1,Sleep Disorders Center at MedProvider,"3417 Gaston Avenue 900, Dallas, TX 75246",N/A,http://www.baylorhealth.com/
840_2,Capitol Sleep Medicine at Knightsbridge Sleep Diagnostic Center,"4845 Knightsbridge Boulevard, Suite 215, Columbus, OH 43214",614-317-9990,https://capitolsleepmedicine.com/
841_1,Sleep Disorders Center of Saint Francis Hospital,"6585 S Yale Avenue, 650, Tulsa, OK 74136",918-502-5600,https://www.saintfrancis.com/location/saint-francis-sleep-center
842_1,Ohio Sleep Solutions - Bethel,"974 Bethel Road, Suite E, Columbus, OH 43214",614-259-6770,https://www.ohiohealth.com/locations/sleep/ohiohealth-sleep-services-columbus-bethel-rd?utm_source=yext&utm_medium=listings&utm_campaign=websiteclicksfacility
844_1,The Dallas Center for Sleep Disorders,"6313 Preston Road Suite 400, Plano, TX 75024",N/A,https://www.dallas-sleep.com/
845_1,Memorial Health System Sleep Lab,"210 N 7th Street, Marietta, OH 45750",N/A,https://mhsystem.org/physiciandetail.php?NPI=1497992077
846_1,Sleep Care at Mercer Health,"909 E. Wayne Street, Celina, Ohio 45822",N/A,https://www.mercer-health.com/services/home-care-and-medical-equipment/medical-equipment
846_2,Sleep Care at Mercer Health,"801 Pro Drive, Celina, OH 45822",N/A,http://www.mercer-health.com/
846_3,Sleep Care at Mercer Health,"950 S. Main Street, Celina, Ohio 45822",N/A,https://mercer-health.com/our-services/urgent-care/
846_4,Sleep Care at Mercer Health,"830 W. Main Street, Coldwater, Ohio 45828",N/A,http://www.mercer-health.com/
846_5,Sleep Care at Mercer Health,"8106 Booster Drive, Maria Stein, OH 45860",N/A,https://mercer-health.com/our-locations/mercer-health-medical-group-at-maria-stein/
846_6,Sleep Care At Mercer Health,"800 West Main Street, Coldwater, OH 45828",419-678-2341,http://www.mercer-health.com/
847_1,Pediatric Sleep Institute,"6020 W Parker Road 325, Plano, TX 75093",972-403-2878,https://thcds.com/services/services-for-children/the-pediatric-sleep-institute/
849_1,Clinical Center for Sleep and Breathing Disorders UT Southwestern Medical Center,"5939 Harry Hines Boulevard, 2nd Floor, Dallas, Texas 75390",214-645-5337,https://utswmed.org/locations/pob2/uh-sleep-breathing-clinic/
850_1,BSW Medical Center- Frisco Sleep Lab,"5757 Warren Parkway, Suite 235, Frisco, TX 75034",N/A,https://sleepmedicinedfw.com/sleep-medicine-frisco/
851_1,Boca Raton Sleep Disorders Center,"660 Glades Road 220, Boca Raton, FL 33431",561-750-9881,N/A
853_1,St. John Sleep Disorder Center,"1923 S Utica Avenue, Suite 800, Tulsa, Oklahoma, 74104",918-744-2355,https://healthcare.ascension.org/locations/oklahoma/oktul/tulsa-ascension-st-john-medical-center/departments/sleep-disorders-center?utm_campaign=reputation-management&utm_medium=organic-search&utm_content=location-listing&utm_source=local
855_1,Memorial Hospital (Sleep Lab),"500 London Avenue, Marysville, OH 43040",N/A,https://memorialohio.com/doctors/logan-dalal-md/
860_1,Quincy Medical Group Sleep Center,"1118 Hampshire Street, Third Floor, Quincy, Illinois 62301",217-222-6550,https://www.quincymedgroup.com/services/sleep-center?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings
861_2,Blessing Sleep Center,"1132 Broadway, 150, Quincy, IL 62301",217-223-8400,https://www.blessinghealth.org/treatments/sleep-center?utm_source=extnet&utm_medium=yext
862_1,Mary Rutan Hospital Sleep Disorders Center,"205 Palmer Avenue, Bellefontaine, OH 43311",937-593-4081,https://www.maryrutan.org/services/sleep/
863_1,Ohio Sleep Solutions - Westerville,"300 Polaris Parkway, Westerville, OH 43082",614-259-6970,https://www.ohiohealth.com/locations/sleep/ohiohealth-sleep-services-westerville?utm_source=yext&utm_medium=listings&utm_campaign=websiteclicksfacility
866_1,The Sleep Center,"510 N. Peter Pan Road, Independence, KS 67301",N/A,https://www.labettehealth.com/clinics/independence-healthcare-center/
866_2,The Sleep Center,"1902 South U.S. Highway 59, Parsons, KS 67357",620-820-5295,https://www.labettehealth.com/clinics/pulmonology-sleep-clinic/
867_1,Western Missouri Medical Center Sleep Center,"403 Burkarth Road, Warrensburg, MO 64093",660-262-7362,https://wmmc.com/practice/sleep-center/
868_1,Stonewall Jackson Sleep Lab,"230 Hospital Plaza, Weston, WV 26452",N/A,https://www.monhealth.com/sjmh
869_1,Ohio Sleep Solutions - Delaware,"801 OhioHealth Boulevard Suite 250, Delaware, OH 43015",614-259-6770,https://www.ohiohealth.com/locations/sleep/ohiohealth-sleep-services-delaware?utm_source=yext&utm_medium=listings&utm_campaign=websiteclicksfacility
871_8,Centre For Neuro Skills,"3803 Portland Street, Irving, TX 75038",972-594-0549,http://www.neuroskills.com/
872_1,Physicians East,"1850 W Arlington Boulevard, Greenville, NC 27834",N/A,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTc4ODU2NzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
872_3,Physicians East,"2251 Stantonsburg Road, Greenville, NC 27834",N/A,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc5MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
872_4,Physicians East,"1006 WH Smith Boulevard, Greenville, NC 27834",252-413-6683,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc4OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
872_5,Physicians East,"4796 Old Tar Road, Winterville, NC 28590",252-353-4111,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc5MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
872_6,Physicians East,"744 Airport Road, Kinston, NC 28504",252-523-0026,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc5MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
872_7,Physicians East,"101 Bethesda Drive, Greenville, NC 27834",N/A,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc5MDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
872_8,Physicians East,"152 Crossover Road, Beulaville, NC 28518",910-298-4688,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc5MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
872_9,Physicians East,"3681 North Main Street, Farmville, NC 27828",252-753-7141,http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc5MDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
874_1,Memorial Sleep Center,"7369 Sheridan Street, Suite 302-B, Hollywood, FL 33024",954-276-1940,https://www.mhs.net/services/pulmonology/conditions-treatments-services/certified-sleep-center
