clinic_id,clinic_name,location_address
519_2,Pinehurst Medical Clinic,"205 Page Road, Pinehurst, NC 28374"
519_3,Pinehurst Medical Clinic,"1816 Doctors Drive, (Upper Level), Sanford, NC 27330"
521_1,University Hospitals Comprehensive Sleep Center,"11100 Euclid Avenue Bolwell 6th Floor, Cleveland, OH 44106"
522_1,Temple University HS Sleep Disorders Center,"8815 Germantown Avenue, Medical Office Building, Philadelphia, PA 19118"
522_2,Temple University HS Sleep Disorders Center,"Jones Hall Building 2nd Floor, 1316 W. Ontario Street, Philadelphia, PA 19140"
522_3,Temple University HS Sleep Disorders Center,"450 Cresson Boulevard, Oaks Corporate Center, Suite 200, Phoenixville, PA 19460"
524_1,Elite Sleep Solutions,"8035 Eastex Fwy Suite C, Beaumont, TX 77708"
530_1,Southeastern Sleep Disorder Center,"2932 Lyndhurst Avenue - Suite 110, Winston-Salem, NC 27103"
530_2,Southeastern Sleep Disorder Center,"3001 Lyndhurst Avenue, Winston-Salem, NC 27103"
533_1,UTHealth East Texas Henderson- Sleep Disorders Center,"300 Wilson Street, Henderson, TX 75652"
537_5,Children's sleep laboratory-Melbourne,"8061 Spyglass Hill Road Suite 103, Melbourne, FL 32940"
541_1,Atrium Health Wake Forest Baptist,"601 N. Elm Street, High Point, NC 27262"
544_1,Central Carolina Sleep Center,"132-C West Miller Street, Asheboro, NC 27203"
544_2,Central Carolina Sleep Center,"610 N. Fayetteville Street, Asheboro, NC 27203"
547_1,Mercy Hospital South Sleep Center,"10012 Kennerly Road Suite 204, Saint Louis, MO 63128"
548_1,Clayton Sleep institute,"11188 Tesson Ferry 100, St. Louis, MO 63123"
550_1,Mercy Sleep Center Berryville,"214 Carter Street, Berryville, AR 72616"
551_1,UTHealth East Texas Pittsburg-Sleep Disorders Center,"402 S. Greer Boulevard, Pittsburg, TX 75686"
554_1,Bethany Sleep Center,"3610 Peters Court, High Point, NC 27265"
555_1,Sleep Disorders Center at CMC,"101 Fantasy Harbour Boulevard, Myrtle Beach, SC 29579"
556_1,SSM Health Sleep Services - St. Clare Hospital,"1015 Bowles Avenue, Fenton, MO 63026"
559_1,Atrium Health Sleep Medicine Anson,"2301 US Highway 74 W., Wadesboro, NC 28170"
560_1,Coastal Sleep Lab,"4420 Oleander Drive Suite 105, Myrtle Beach, SC 29577"
561_1,Health First Sleep Center Melbourne,"1301 Hickory Street, Melbourne, FL 32901"
563_1,SSM Health Sleep Services - St. Mary's Hospital,"1027 Bellevue Avenue, Suite 101, St. Louis, MO 63117"
564_1,Washington University Multidisciplinary Sleep Medicine Center,"1600 S. Brentwood Boulevard, Suite 600, St. Louis, MO 63144"
564_2,Washington University Multidisciplinary Sleep Medicine Center,"One Barnes Jewish Hospital Plaza, St. Louis, MO 63110"
564_3,Washington University Multidisciplinary Sleep Medicine Center,"1 Childrens Place, St. Louis, MO 63110"
565_1,Phelps Health,"1201 Hauck Drive, Rolla, MO 65401"
565_2,Phelps Health,"1000 North Jefferson Street, St. James, MO 65559"
565_3,Phelps Health,"606 South US Highway 63, Vienna, MO 65582"
565_4,Phelps Health,"1050 West 10th Street, Rolla, MO 65401"
565_5,Phelps Health,"1000 GW Lane Street, Waynesville, MO 65583"
565_6,Phelps Health,"1415 West Scenic Rivers Boulevard, Salem, MO 65560"
565_7,Phelps Health,"600 Blues Lake Parkway, Rolla, MO 65401"
565_8,Phelps Health,"1000 West 10th Street, Rolla, MO 65401"
570_1,Baptist Health Sleep Disorders Center,"1001 Towson Avenue, Fort Smith, AR 72901"
576_1,Southeastern Sleep Center,"300 West 27th Street, Lumberton, NC 28358"
577_1,Sleep Medicine and Research Center,"232 S. Woods Mill Road, Chesterfield, MO 63017"
578_1,Sleep/EEG Center,"969 N Mason Road 260, Creve Coeur, MO 63141"
580_1,Piedmont Sleep at GNA,"912 Third Street, Suite 101, Greensboro, NC 27405"
583_1,Sleep Diagnostics Center Christian Hospital Northeast-Northwest,"1225 Graham Road, Florissant, MO 63031"
584_1,SSM Health Sleep Services DePaul Hospital,"3440 DePaul Lane 207, Bridgeton, MO 63044"
587_1,Mercy Health Anderson Hospital Sleep Center,"7495 State Road Suite 375, Cincinnati, Ohio 45255"
590_1,"Sleep Medicine Institute of Texas, PA","3187 Paluxy Drive, Tyler, TX 75701"
591_1,Cardinal Glennon SSM Medical Group Pediatrics,"3800 Park Avenue, St. Louis, MO 63110"
595_2,Christus Trinity Mother Frances Sleep Disorders Center,"120 E. Charnwood, Tyler, TX 75701"
598_1,Carilion Clinic Sleep Center NRV,"2900 Lamb Circle 700A, Christiansburg, VA 24073"
601_2,OSF Sleep,"One St. Anthony Way, Alton, IL 62002"
603_1,Mercy Health West Hospital Sleep Center,"3310 Mercy Health Boulevard Suite G10, Cincinnati, OH 45211"
606_1,Mercy Health Clermont Hospital Sleep Center,"3020 Hospital Drive, Suite 120, Batavia, Ohio 45103"
608_1,St. Mary's Regional Sleep Center,"2900 First Avenue, Huntington, WV 25702"
613_1,Central Carolina Hospital,"117 Dennis Drive, Sanford, NC 27330"
613_2,Central Carolina Hospital,"1135 Carthage Street, Sanford, NC 27330"
614_1,Mercy Springfield Sleep Disorders Center,"1235 E. Cherokee, Springfield, MO 65804"
621_1,UMG Center for Better Sleep,"1739 North 4th Street, Terre Haute, IN 47804"
623_1,Mercy Health - The Jewish Hospital Sleep Center,"4777 E Galbraith Road, 3 South, Cincinnati, Ohio 45236"
626_1,Johnson Memorial Hospital Sleep Care Center,"1125 West Jefferson Street, Franklin, IN 46131"
626_2,Johnson Memorial Hospital Sleep Care Center,"1159 W. Jefferson Street,  Suite 303, Franklin, IN 46131"
628_1,CAMC Greenbrier Valley Medical Center Sleep Medicine,"102 Brookshire Lane, Beckley, WV 25801"
631_1,"West Virginia Sleep Centers, LLC","24 Mallard Court, Beckley, WV 25801"
632_2,Christus Mother Frances Lake Palestine Sleep Disorders Center,"20208 Highway 155, Flint, TX 75762"
633_4,"Professional Sleep Analysis, LLC","8931 Conference Drive Suite 5, Fort Myers, FL 33919"
634_1,TriHealth Sleep Medicine - Montgomery,"11005 Montgomery Road, Cincinnati, OH 45249"
634_2,TriHealth Sleep Medicine - Montgomery,"11029 Montgomery Road, Cincinnati, OH 45249"
635_1,Mercy Health Fairfield Hospital Sleep Center,"3000 Mack Road, Third Floor, Fairfield, Ohio 45014"
636_1,"Millennium Physician Group, LLC","5030 Mason Corbin Court, Fort Myers, FL 33907"
636_2,"Millennium Physician Group, LLC","13813 Metro Parkway, Suite F, Fort Myers, FL 33912"
636_3,"Millennium Physician Group, LLC","24600 S Tamiami Trail, Suite 500, Bonita Springs, FL 34134"
638_1,Sovah Sleep Center Martinsville,"320 Hospital Drive, Martinsville, VA 24112"
638_2,Sovah Sleep Center Danville,"4545 Riverside Drive, Suite B, Danville, VA 24541"
641_1,Major Sleep Center,"2460 Intellipex Drive, Suite 240, Shelbyville, IN 46176"
643_1,Sleep Disorders Center Florida,"3735 11th Circle, Suite 103, Vero Beach, FL 32960"
645_1,TriHealth Bethesda North Hospital,"10475 Montgomery Road, Suite 1-D, 2-E, Cincinnati, OH 45242"
645_2,Bethesda Butler Sleep Center,"3055 Hamilton Mason Road, Suite 300, Fairfield Township, OH 45011"
645_3,TriHealth Good Samaritan Hospital,"6350 Glenway Avenue Suite 305, Cincinnati, OH 45211"
650_1,Liberty Sleep Disorders Center,"7777 Yankee Road, Liberty Township, OH 45044"
653_1,CAMC Plateau Medical Center Sleep Center,"430 Main Street, Oak Hill, WV 25901"
653_2,CAMC Plateau Medical Center Sleep Center,"121 Main Street  W, Oak Hill, WV 25901"
654_1,Thomas Hospitals Pulmonology,"4619 Kanawha Avenue SW, South Charleston, WV 25309"
655_1,Dr. Ruby Parveen Office,"4201 Garth Road, Suite 313, Baytown, TX 77521"
656_1,"Sleep Medicine WV, Inc.","2335 Chesterfield Avenue Suite 103, Charleston, WV 25304"
665_1,Kingwood Sleep Disorders Center,"17189 I-45 South, Suite 585 The Woodlands, TX, 77385"
665_2,Kingwood Sleep Disorders Center,"451 Kingwood Medical Drive, Suite 100 Kingwood TX 77339"
665_3,Kingwood Sleep Disorders Center,"24020 Highway 59 N KFS MEDICAL SOLUTIONS LLC, Kingwood, TX 77339"
667_1,Henderson Pulmonary & Sleep Medicine,"568 Ruin Creek Road, Suite 127, Henderson, NC 27536"
667_2,Henderson Pulmonary & Sleep Medicine,"724 Tilghman Drive, Dunn, NC 28334"
668_1,Sovah Sleep Center Clinic,"142 S. Main Street, Danville, VA 24541"
671_1,Sleep Diagnostic Center- Humble,"19411 Mckay Boulevard Suite 100, Humble, TX 77338"
672_1,Memorial Hermann Northeast Sleep Lab,"18951 Memorial North, Humble, TX 77338"
673_1,Hancock Regional Sleep Center,"Professional Building, 801 N. State Street, Suite 300, Greenfield, IN 46140"
678_1,Sleep Care at Clinton Memorial Hospital,"560 E. Town Street, Columbus, Ohio 43215"
678_2,Sleep Care at Clinton Memorial Hospital,"610 W. Main Street, Wilmington, OH 45177"
681_1,Duke Pediatric Sleep Disorders Center,"40 Duke Medicine Circle, Clinic 3K, Durham, NC 27710-4000"
681_2,Duke Pediatric Sleep Disorders Center,"234 Crooked Creek Parkway, Suite 300, Durham, NC 27713-8507"
688_1,Houston Neurological Institute and Sleep Disorder Center,"4141 Vista Road, Pasadena, TX 77504"
689_3,CAMC Greenbrier Valley Medical Center Sleep Medicine,"1320 Maplewood Avenue, Ronceverte, WV 24970"
691_1,Clear Lake Sleep Center,"501 Orchard, Suite 100, Webster, TX 77598"
693_1,"Dayton Children's Sleep Center, South Campus","3333 West Tech Road, Miamisburg, OH 45342"
694_1,Clear Lake Specialties Sleep Center,"500 Medical Center Boulevard, Webster, TX 77598"
702_2,Children's Sleep Center,"17600 I-45 South 240, The Woodlands, TX 77384"
703_1,Texas Institute of Chest & Sleep Disorders,"14262 Gulf Freeway, Houston, TX 77034"
704_1,St. Vincent Sleep Disorders Center,"2001W. 86th Street, Indianapolis, IN 46260"
707_1,Memorial Hermann The Woodlands Sleep Center,"9305 Pinecroft 105, The Woodlands, TX 77380"
711_1,Houston Pulmonary Medicine,"Medical Plaza 2, 11920 Astoria Boulevard, Suite 320, Houston, Texas 77089"
711_2,Houston Pulmonary Medicine,"5 Professional Park Drive, Webster, TX 77598"
711_3,Houston Pulmonary Medicine,"10907 Memorial Hermann Drive, Suite 320, Pearland, Texas 77584"
713_1,Memorial Hermann Southeast Sleep Disorders Center,"11800 Astoria Boulevard 2nd Floor, Houston, TX 77089"
715_1,Comprehensive Sleep Medicine Associates - The Woodlands,"3200 Research Forest Drive Suite A-4, The Woodlands, TX 77381"
722_2,Treasure Coast Sleep Disorders,"1380 NW FEDERAL Highway Treasure Coast Sleep Disorders, Stuart, FL 34994"
725_1,St. Vincent Fishers Hospital,"13914 Olio Road 300, Fishers, IN 46037"
729_1,Henry Community Health Sleep Center,"1000 North 16th Street, New Castle, IN 47362"
730_1,Memorial Hermann Hospital Sleep Disorders Center-Texas Medical Center,"6411 Fannin St. - Robertson Pavillion 571, Houston, TX 77030"
731_1,Memorial Hermann TIRR Sleep Disorder Center,"1333 Moursund, Houston, TX 77030"
736_1,MD Anderson Sleep Center,"1515 Holcombe Boulevard R6.2192, Houston, TX 77030"
737_1,Houston Methodist Hospital Sleep Disorders Center,"6565 Fannin Street, Suite MS-961, Houston, TX 77030"
738_1,Children's Sleep Center,"6621 Fannin Street, Suite B21-284, Houston, TX 77030"
740_1,Academy Diagnostics Sleep Center Houston,"7505 Fannin Street, 425, Houston, TX 77054"
743_1,Advanced Sleep Centers - Houston,"13455 Cutten Road, 2k, Houston, TX 77069"
743_2,Advanced Sleep Centers - Houston,"5920 William Cannon Drive, Building 6, Suite 110, Austin TX 78749"
744_1,Kelsey-Seybold Clinic Sleep Center,"3900 Essex Lane 500, Houston, TX 77027"
745_1,Sleep Care at Adena Fayette County Memorial Hospital,"272 Hospital Road, Chillicothe, OH 45601"
745_2,Sleep Care at Adena Fayette County Memorial Hospital,"1450 Columbus Avenue, Washington Court House, OH 43160"
745_3,Sleep Care at Adena Fayette County Memorial Hospital,"160 Summit Avenue, Circleville, OH 43113"
745_4,Sleep Care at Adena Fayette County Memorial Hospital,"1510 Columbus Avenue, Suite 310, Suite 320, Suite 340, Washington Court House, OH 43160"
745_5,Sleep Care at Adena Fayette County Memorial Hospital,"1430 Columbus Avenue, Washington Court House, OH 43160"
745_6,Sleep Care at Adena Fayette County Memorial Hospital,"100 Dawn Lane, Waverly, OH 45690"
745_7,Sleep Care at Adena Fayette County Memorial Hospital,"550 Mirabeau Street, Greenfield, OH 45123"
748_1,Adena Sleep Center,"4437 State Route 159, Chillicothe, OH 45601"
751_1,Apnix Sleep Diagnostics,"4003 Bellaire Boulevard B, Houston, TX 77025"
753_1,Houston Neurological Institute and Sleep Disorders Center,"10905 Memorial Hermann Drive Suite 115, Pearland, TX 77584"
756_1,New Hanover Regional Medical Center Sleep Lab,"5301 Wrightsville Avenue, Wilmington, NC 28403"
758_1,The Pediatric Sleep Disorders Center,"One Childrens Plaza, Dayton, Ohio 45404-1815"
761_1,Memorial Hermann Memorial City Sleep Disorders Center,"921 Gessner Road East Tower 6th Floor, Houston, TX 77024"
763_1,OSF Sacred Heart Medical Center Sleep Center,"551 N. Logan, Danville, IL 61832"
767_1,HCA Houston Healthcare North Cypress Sleep Center,"21214 Northwest Fwy, Cypress, TX 77429"
767_2,HCA Houston Healthcare North Cypress Sleep Center,"710 Cypress Creek Parkway, Houston, TX 77090"
767_3,HCA Houston Healthcare North Cypress Sleep Center,"605 Holderrieth Boulevard, Tomball, TX 77375"
768_1,CENTER FOR SLEEP DISORDERS,"7371 Brandt Pike A, Huber Heights, OH 45424"
770_1,Christie Clinic Sleep Center,"101 W. University Avenue, Champaign, IL 61820"
779_1,Comprehensive Sleep Medicine Associates - Sugar Land,"15423 Creek Bend DR, Sugar Land, TX 77478"
783_1,OhioHeatlh Berger Hospital Sleep Center,"335 Glessner Avenue, Mansfield, OH 44903"
783_2,OhioHeatlh Berger Hospital Sleep Center,"600 N Pickaway Street, Circleville, OH 43113"
784_1,Methodist Pulmonary and Sleep Medicine Specialist,"4780 Sweetwater Boulevard 150, Sugar Land, TX 77479"
786_1,"Memorial Hermann Rehabilitation Hospital-Katy, Sleep Medicine Center","21720 Kingsland Boulevard Suite 302, Katy, TX 77450"
789_1,Critical Care Medicine,"16655 Southwest Freeway, Sugar Land, TX 77479"
790_1,Memorial Hermann Sugarland Sleep Lab,"17510 W. Grand Parkway South Suite 370, Sugarland, TX 77479"
793_1,UVMC Sleep Disorders Center,"3130 N County Road 25A, Troy, Ohio, 45373 USA"
796_1,Sleep Disorder Center at Lincoln Memorial Hospital,"200 Stahlhut Drive, Lincoln, IL 62656"
797_1,SC Lincoln,"4505 N Lincoln Avenue, Storefront, Chicago, IL 60625"
800_1,Baylor Scott & White Sleep Center - Rowlett,"7501 Lakeview Parkway 140, Rowlett, TX 75088"
803_1,Mercy Sleep Center - Pittsburg,"1 Mt Carmel Way, Pittsburg, KS 66762"
804_1,Capitol Sleep Medicine at Grove City Sleep Diagnostic Center,"5969 East Broad Street, Suite 202, Columbus, OH 43213"
805_1,Ohio Sleep Solutions - Grove City,"1325 Stringtown Road, Suite 230, Grove City, OH 43123"
806_1,Fairfield Medical Sleep Center,"135 N. Ewing Street, Suite 303, Lancaster, OH 43130"
807_1,Hillcrest Hospital Henryetta-Sleep Lab,"2405 West Main, Henryetta, OK 74437"
808_1,Baylor Scott & White Health,"800 Scott & White Drive, College Station, TX 77845"
809_1,Carilion Rockbridge Community Hospital,"1 Health Circle, Lexington, VA 24450"
813_1,Sleep Disorders Center,"20900 Biscayne Boulevard, Aventura, FL 33180"
813_2,Sleep Disorders Center,"2801 N State Road 7, Margate, FL 33063"
813_4,Sleep Disorders Center,"5503 S. Congress Avenue 102, Atlantis, FL 33462"
815_1,Blessing Health Hannibal Sleep Disorders Center,"100 Medical Drive, Hannibal, MO 63401"
816_1,Golden Valley Memorial Healthcare Sleep Lab,"1602 N. Second Street, Clinton, MO 64735"
816_3,Golden Valley Memorial Healthcare Sleep Lab,"1625 N. Second Street, Clinton, MO 64735"
816_5,Golden Valley Memorial Healthcare Sleep Lab,"103 Cottonwood Lane, Warsaw, MO 65355"
816_6,Golden Valley Memorial Healthcare Sleep Lab,"501 E. Oakstar Drive, Clinton, MO 64735"
816_7,Golden Valley Memorial Healthcare Sleep Lab,"675 3rd Street, Osceola, MO 64776"
816_8,Golden Valley Memorial Healthcare Sleep Lab,"1771 Commercial Street, Warsaw, MO 65355"
816_9,Golden Valley Memorial Healthcare Sleep Lab,"100 S. Tebo Street, Windsor, MO 65360"
817_1,The Sleep and Breathing Research Institute Central,"1251 Dublin Road, Columbus, OH 43215"
818_1,The Sleep Disorders Center at Nationwide Children's Hospital,"630 Children's Drive, Columbus, OH 43205"
822_3,Oklahoma Heart Sleep Care of Hillcrest South,"8801 S. 101st East Avenue, Tulsa, OK 74133"
828_1,Dallas Sleep,"7300 Eldorado Parkway Suite 260, McKinney, TX 75070"
829_1,Methodist Richardson Medical Center Sleep Disorders Center,"401 West Campbell Check-in Room 210, Richardson, TX 75080"
831_1,OSF Sleep - Bloomington,"2411 E. Washington Street, Bloomington, IL 61704"
832_1,Star Sleep & Wellness,"1833 Cannon Drive, Mansfield, TX 76063"
832_4,Star Sleep & Wellness Irving,"6031 Connection Dr.Suite 100, Irving, TX 75039"
833_1,Carle BroMenn Medical Center Sleep Center,"2204 Eastland Drive Suite 100, Bloomington, IL 61704"
837_1,Mount Carmel Sleep Medicine,"150 Taylor Station Road Suite 200, Columbus, OH 43213-4470"
839_1,Sleep Disorders Center at MedProvider,"3417 Gaston Avenue 900, Dallas, TX 75246"
840_2,Capitol Sleep Medicine at Knightsbridge Sleep Diagnostic Center,"4845 Knightsbridge Boulevard, Suite 215, Columbus, OH 43214"
841_1,Sleep Disorders Center of Saint Francis Hospital,"6585 S Yale Avenue, 650, Tulsa, OK 74136"
842_1,Ohio Sleep Solutions - Bethel,"974 Bethel Road, Suite E, Columbus, OH 43214"
844_1,The Dallas Center for Sleep Disorders,"6313 Preston Road Suite 400, Plano, TX 75024"
845_1,Memorial Health System Sleep Lab,"210 N 7th Street, Marietta, OH 45750"
846_1,Sleep Care at Mercer Health,"909 E. Wayne Street, Celina, Ohio 45822"
846_2,Sleep Care at Mercer Health,"801 Pro Drive, Celina, OH 45822"
846_3,Sleep Care at Mercer Health,"950 S. Main Street, Celina, Ohio 45822"
846_4,Sleep Care at Mercer Health,"830 W. Main Street, Coldwater, Ohio 45828"
846_5,Sleep Care at Mercer Health,"8106 Booster Drive, Maria Stein, OH 45860"
846_6,Sleep Care At Mercer Health,"800 West Main Street, Coldwater, OH 45828"
847_1,Pediatric Sleep Institute,"6020 W Parker Road 325, Plano, TX 75093"
849_1,Clinical Center for Sleep and Breathing Disorders UT Southwestern Medical Center,"5939 Harry Hines Boulevard, 2nd Floor, Dallas, Texas 75390"
850_1,BSW Medical Center- Frisco Sleep Lab,"5757 Warren Parkway, Suite 235, Frisco, TX 75034"
851_1,Boca Raton Sleep Disorders Center,"660 Glades Road 220, Boca Raton, FL 33431"
853_1,St. John Sleep Disorder Center,"1923 S Utica Avenue, Suite 800, Tulsa, Oklahoma, 74104"
855_1,Memorial Hospital (Sleep Lab),"500 London Avenue, Marysville, OH 43040"
860_1,Quincy Medical Group Sleep Center,"1118 Hampshire Street, Third Floor, Quincy, Illinois 62301"
861_2,Blessing Sleep Center,"1132 Broadway, 150, Quincy, IL 62301"
862_1,Mary Rutan Hospital Sleep Disorders Center,"205 Palmer Avenue, Bellefontaine, OH 43311"
863_1,Ohio Sleep Solutions - Westerville,"300 Polaris Parkway, Westerville, OH 43082"
866_1,The Sleep Center,"510 N. Peter Pan Road, Independence, KS 67301"
866_2,The Sleep Center,"1902 South U.S. Highway 59, Parsons, KS 67357"
867_1,Western Missouri Medical Center Sleep Center,"403 Burkarth Road, Warrensburg, MO 64093"
868_1,Stonewall Jackson Sleep Lab,"230 Hospital Plaza, Weston, WV 26452"
869_1,Ohio Sleep Solutions - Delaware,"801 OhioHealth Boulevard Suite 250, Delaware, OH 43015"
871_8,Centre For Neuro Skills,"3803 Portland Street, Irving, TX 75038"
872_1,Physicians East,"1850 W Arlington Boulevard, Greenville, NC 27834"
872_3,Physicians East,"2251 Stantonsburg Road, Greenville, NC 27834"
872_4,Physicians East,"1006 WH Smith Boulevard, Greenville, NC 27834"
872_5,Physicians East,"4796 Old Tar Road, Winterville, NC 28590"
872_6,Physicians East,"744 Airport Road, Kinston, NC 28504"
872_7,Physicians East,"101 Bethesda Drive, Greenville, NC 27834"
872_8,Physicians East,"152 Crossover Road, Beulaville, NC 28518"
872_9,Physicians East,"3681 North Main Street, Farmville, NC 27828"
874_1,Memorial Sleep Center,"7369 Sheridan Street, Suite 302-B, Hollywood, FL 33024"
876_1,Joe DiMaggio ChildrenÃƒÂ¢Ã‚Â€Ã‚Â™s Hospital Sleep Center,"703 North Flamingo Road, Pembroke Pines, FL 33028"
876_2,Joe DiMaggio ChildrenÃƒÂ¢Ã‚Â€Ã‚Â™s Hospital Sleep Center,"3501 Johnson Street, Hollywood, FL 33021"
876_3,Joe DiMaggio ChildrenÃƒÂ¢Ã‚Â€Ã‚Â™s Hospital Sleep Center,"1901 SW 172 Avenue, Miramar, FL 33029"
876_4,Joe DiMaggio Children’s Hospital Sleep Center,"1005 Joe DiMaggio Drive, Hollywood, FL 33021"
880_1,CarolinaEast Sleep Center,"2117 S Glenburnie Road 10, New Bern, NC 28562"
881_1,Denton Sleep Disorders Laboratory,"3200 Colorado Boulevard, Denton, TX 76210"
883_1,CCHC Sleep Lab,"1020 Medical Park Avenue, New Bern, NC 28562"
884_1,The Arlington Sleep Disorder Center,"6518 South Cooper Street, Arlington, Texas 76001"
885_1,Jane Phillips Medical Center Sleep Diagnostic Services,"2661 SE Washington Boulevard, Bartlesville, OK 74006"
887_1,Augusta Health Sleep Clinic,"57 N Medical Park Drive, Fishersville, VA 22939"
888_1,OSF Sleep - Pontiac,"702 Rittenhouse Drive, Pontiac, IL 61764"
890_1,OSF Sleep,"5405 North Knoxville Avenue Lower Level, Peoria, IL 61614"
891_1,St. Rita's Sleep Disorders Center,"830 W. High Street, Suite 350, Lima, Ohio 45801"
892_1,St. Rita's Center for Pulmonary and Sleep Medicine,"770 West High Street, Suite 240, Lima, OH 45801"
895_1,United Hospital Sleep Center,"327 Medical Park Drive, Bridgeport, WV 26330"
895_2,United Hospital Sleep Center,"2673 Davisson Run Road 202, Clarksburg, WV 26301"
896_1,"Sleep Medicine Specialists of South Florida, PA","1350 SW 57th Avenue, Suite 210, Miami, FL 33144"
897_1,Sleep Solutions,"911 Gorman Avenue 201, Elkins, WV 26241"
899_1,Sleep Medicine Specialists of South Florida,"351 NW Lejeune Road, Suite 308, Miami, FL 33126"
900_2,Pulmonary Physicians of South Florida,"198 N.W. 37 Avenue 2nd Floor, Miami, FL 33125"
901_1,Sleep Disorders Center,"3100 SW 62nd Avenue, Miami, FL 33155"
902_1,Baptist Sleep Center at Galloway,"7400 SW 87th Avenue Suite 220A, Miami, FL 33173"
914_1,American Lung Care Inc. Sleep Medicine Center,"700 Genesis Boulevard, Bridgeport, WV 26330-9668"
916_1,"Sleep Consultants, Inc.","2941 Oak Park Circle, Suite 200, Fort Worth, TX 76109"
920_1,UVA Health System,"1215 Lee Street, Charlottesville, VA 22903"
920_2,UVA Health System,"1222 Jefferson Park Medical Office Building 4th Floor, Charlottesville, VA 22908-0001"
921_1,Hillcrest Hospital Cushing - Sleep Lab,"1027 East Cherry, Cushing, OK 74023"
922_1,Sentara Sleep Center - Princess Anne,"1975 Glenn Mitchell Drive, Suite 206, Virginia Beach, VA 23456"
922_2,Sentara Virginia Beach General Hospital Sleep Disorders Center,"1080 First Colonial Road, Suite 412, Virginia Beach, VA 23454"
922_3,Sentara Sleep Center,"1661 S. Main Street, 201 & 202, Harrisonburg, VA 22801"
922_4,Sentara Obici Sleep Center,"2800 Godwin Boulevard, Suite 325, Suffolk, VA 23435"
922_5,Sentara Sleep Center,"1661 S. Main Street, Suite 201, Harrisonburg, VA 22801"
924_1,Barnesville Hospital Sleep Center,"639 West Main Street, Barnesville, Ohio 43713"
926_1,Belton Regional Medical Center,"17065 S. 71 Highway, Belton, MO 64012"
929_1,Saint Luke's East Sleep Disorders Center,"301 NE Mulberry Street, Suite 102, Lee's Summit, MO 64086"
931_1,Baylor Scott and White Sleep Institute,"2401 S. 31st Street Building 24, Temple, TX 76508"
933_1,WVU Medicine Sleep Evaluation Center Fairmont,"1325 Locust Avenue, Fairmont, WV 26554"
933_2,WVU Medicine Sleep Evaluation Center Fairmont,"1065 Suncrest Towne Centre Drive, Morgantown, WV 26505"
933_3,WVU Medicine Sleep Evaluation Center Fairmont,"1 Medical Center Drive, Morgantown, WV 26506"
933_4,WVU Medicine Sleep Evaluation Center Fairmont,"10 Highland Park Drive, Uniontown, PA 15401"
934_1,Wyandot Memorial Sleep Care,"235 E. North Street, Carey, OH 43316"
934_2,Wyandot Memorial Sleep Care,"885 N. Sandusky Avenue, Upper Sandusky, Ohio 43351"
934_3,Wyandot Memorial Sleep Care,"112 E. Lima Street, Forest, OH 45843"
934_4,Wyandot Memorial Sleep Care,"425 W. Church Street, Upper Sandusky, OH 43351"
934_6,Wyandot Memorial Sleep Care,"15 N. Perry Street, New Riegel, OH 44853"
934_7,Wyandot Memorial Sleep Care,"412 W. Saffell Avenue, Sycamore, OH 44882"
934_8,Wyandot Memorial Sleep Care,"245 Tarhe Trail, Upper Sandusky, OH 43351-8700"
935_1,"Avita Health System, Sleep Center","269 Portland Way South, Galion, OH 44833"
936_1,Center for Sleep Health at Stoney Creek Hotel,"18011 Bass Pro Drive 261, Independence, MO 64055"
938_1,OSF Sleep - Galesburg,"3333 North Seminary Street, Galesburg, IL 61401"
938_2,OSF Sleep - Galesburg,"3315 North Seminary Street, Galesburg, IL 61401"
938_3,OSF Sleep - Galesburg,"834 North Seminary Street, Galesburg, IL 61401"
938_4,OSF Sleep - Galesburg,"3375 North Seminary Street, Galesburg, IL 61401"
940_1,OSF Sleep - Monmouth,"1000 West Harlem Avenue, Monmouth, IL 61462"
942_1,Children's Mercy Sleep Center,"5520 College Boulevard 100, Overland Park, KS 66211"
943_1,Baylor Scott & White Medical Center - Taylor Sleep Center,"305 Mallard Lane, Taylor, TX 76574"
944_1,OhioHealth Mansfield Sleep Disorders Center,"921 E Franklin Street, Kenton, OH 43326"
945_1,Bon Secours Sleep Disorders Center,"13520 Hull Street Road, Midlothian, Virginia 23112"
947_1,Methodist Hospitals Certified Sleep Center,"521 E. 86th Avenue, Merrillville, IN 46410"
948_3,OSF Sleep - Ottawa,"1601 Mercury Court, Ottawa, IL 61350"
949_1,Olathe Medical Center Sleep Disorders Center,"20375 W. 151rst Street Suite 103, Olathe, KS 66061"
950_1,OSF Medical Group Lung and Pulmonology,"1050 East Norris Drive Suite 2A, Ottawa, IL 61350"
951_1,Sleep Disorders Center at St. Luke's Hospital,"421 S. Maple Street, Garnett, KS 66032"
951_2,Sleep Disorders Center at St. Luke's Hospital,"4401 Wornall Road, Kansas City, MO 64111"
951_3,Sleep Disorders Center at St. Luke's Hospital,"191 Iowa Boulevard, Trenton, MO 64683"
951_4,Sleep Disorders Center at St. Luke's Hospital,"2799 N. Washington Street, Chillicothe, MO 64601"
951_5,Sleep Disorders Center at St. Luke's Hospital,"3066 N. Kentucky Street, Iola, KS 66749"
951_6,Sleep Disorders Center at St. Luke's Hospital,"12300 Metcalf Avenue, Overland Park, KS 66213"
